source,target,ligand_complex,receptor_complex,magnitude_rank_ctrl,magnitude_rank_neph,delta_rank_ctrl_minus_neph
PEC,IMM,Ccl2,Ccr1,,0.11003831807131181,
PEC,IMM,Ccl2,Ccr2,,0.03765961826704801,
PEC,IMM,Ccl2,Ccr5,,0.051879325919984814,
PEC,IMM,Ccl4,Ccr1,,0.534953553778927,
PEC,IMM,Ccl4,Ccr5,,0.34082609961927834,
PEC,IMM,Ccl5,Ccr1,,0.8044422459370106,
PEC,IMM,Ccl5,Ccr5,,0.612072956110754,
PEC,IMM,Ccl5,Ccrl2,,0.3814161513379509,
PEC,IMM,Ccl5,Dpp4,,0.5550796213037537,
PEC,IMM,Ccl5,Sdc4,,0.9534015210434994,
PEC,IMM,Cd59b,Stab1,,0.9356855574105551,
PEC,IMM,Col1a1,Cd36,,0.5499050496013755,
PEC,IMM,Col1a1,Cd44,,0.11662200943738119,
PEC,IMM,Col1a1,Cd93,,0.5637442279046843,
PEC,IMM,Col1a2,Cd36,,0.4502488407680681,
PEC,IMM,Col1a2,Cd44,,0.16588326264667969,
PEC,IMM,Col1a2,Cd93,,0.6539900675334159,
PEC,IMM,Col6a1,Cd44,,0.02694769492888385,
PEC,IMM,Col6a2,Cd44,,0.03282453457185293,
PEC,IMM,Col6a3,Cd44,,0.6951875828321379,
PEC,IMM,Dcn,Tlr2,,0.07827462975353194,
PEC,IMM,Dlk1,Notch2,,1.0,
PEC,IMM,Dll1,Notch2,,0.8651587113429097,
PEC,IMM,Edn1,Ednrb,,1.0,
PEC,IMM,Edn3,Ednrb,,0.5150088853451744,
PEC,IMM,Egf,Adrb2,,1.0,
PEC,IMM,Egf,Axl,,1.0,
PEC,IMM,Egf,Cav1,,0.8160992108763372,
PEC,IMM,F8,Lrp1,1.0,,
PEC,IMM,Fn1,C5ar1,,0.02162894404950826,
PEC,IMM,Fn1,Cd44,,0.036875170697953104,
PEC,IMM,Fn1,Dpp4,,0.9803924332243836,
PEC,IMM,Fn1,Itga4_Itgb7,,0.5176189253847425,
PEC,IMM,Fn1,Plaur,,0.5628124874829035,
PEC,IMM,Fn1,Robo4,,1.0,
PEC,IMM,Fn1,Sdc2,,1.0,
PEC,IMM,Gsto1,Ryr1,,1.0,
PEC,IMM,Icam1,Cav1,,0.6852887873633355,
PEC,IMM,Icam1,Itgax_Itgb2,,0.06752617880345227,
PEC,IMM,Il1b,Adrb2,,1.0,
PEC,IMM,Lamb3,Cd44,,0.002943286442263892,
PEC,IMM,Lcn2,Fcgr3,,0.010324097509931497,
PEC,IMM,Lgals1,Cd69,,0.290931113705607,
PEC,IMM,Ltbp1,Itgb5,,0.9683345582081453,
PEC,IMM,Lyz2,Itgal,,0.4771956784404203,
PEC,IMM,Mdk,Lrp1,,0.5269013368522881,
PEC,IMM,Mdk,Notch2,,0.634165785498229,
PEC,IMM,Mdk,Sdc2,,1.0,
PEC,IMM,Mdk,Sdc4,,0.8904651306989306,
PEC,IMM,Mdk,Sorl1,,0.8596037063447517,
PEC,IMM,Mfng,Notch2,,1.0,
PEC,IMM,Mmp2,Ccr2,,0.4401390000268972,
PEC,IMM,Myl9,Cd69,,0.7970649700770448,
PEC,IMM,Npy,Adrb2,,0.6000810131380867,
PEC,IMM,Npy,Dpp4,,1.0,
PEC,IMM,Pdgfc,Flt1,,0.604836507102873,
PEC,IMM,Pdgfc,Pdgfrb,,0.23193728524450355,
PEC,IMM,Ptn,Sdc2,,0.9574938014862808,
PEC,IMM,Ptpn6,Cd300lf,,0.717570299188728,
PEC,IMM,Ptpn6,Clec12a,,0.12612859848181432,
PEC,IMM,Rarres2,Cmklr1,,1.0,
PEC,IMM,S100a4,Ccr5,,0.15917889094405294,
PEC,IMM,Sema4d,Cd72,,0.005656346877611644,
PEC,IMM,Serpine1,Itgb5,,0.636432438843381,
PEC,IMM,Serpine1,Lrp1,,0.7491622186356423,
PEC,IMM,Serpine1,Plaur,,0.8104232190121998,
PEC,IMM,Slit3,Robo4,,1.0,
PEC,IMM,Thbs2,Cd36,,0.6671728144627188,
PEC,IMM,Thbs2,Itga4,,1.0,
PEC,IMM,Tnc,Sdc4,,0.9522104577384429,
PEC,IMM,Trf,Adrb2,,1.0,
PEC,IMM,Vcam1,Itga4_Itgb7,,0.6214229424257894,
PEC,IMM,Vegfc,Flt1,,0.6430661433204763,
PEC,MES,Ada,Dpp4,,0.22184715608880456,
PEC,MES,Adm,Ramp3,,1.0,
PEC,MES,Agt,Agtr1a,,0.023688998116760222,
PEC,MES,Agt,Enpep,,0.5942808277009429,
PEC,MES,Angptl4,Sdc1,,0.9342942618326482,
PEC,MES,Angptl4,Sdc2,,0.7216754132350661,
PEC,MES,Angptl4,Sdc4,,0.87074031081174,
PEC,MES,Bst1,Cav1,,0.3812181765922692,
PEC,MES,C1qb,Lrp1,,0.466045687303825,
PEC,MES,C1qtnf5,Mfrp,,0.47470263404110874,
PEC,MES,C3,Lrp1,,0.2249862744289866,
PEC,MES,Calca,Calcrl,,0.9804492089420016,
PEC,MES,Calca,Pth1r,,1.0,
PEC,MES,Calca,Ramp3,,0.6611268806628611,
PEC,MES,Ccl5,Ccrl2,,0.14024191959895982,
PEC,MES,Ccl5,Dpp4,,0.311780250970203,
PEC,MES,Ccl5,Sdc1,,0.6988874492823194,
PEC,MES,Ccl5,Sdc4,,0.8980569860215989,
PEC,MES,Col1a1,Sdc1,,0.7670122131360223,
PEC,MES,Col1a2,Sdc1,,0.6251529898779324,
PEC,MES,Col6a1,Sdc1,,0.763951370850563,
PEC,MES,Col6a2,Sdc1,,0.8315403036253198,
PEC,MES,Col6a3,Sdc1,,0.8000286773775993,
PEC,MES,Dlk1,Notch2,,0.158740541494357,
PEC,MES,Dlk1,Notch3,,1.0,
PEC,MES,Dll1,Notch2,,1.0,
PEC,MES,Dll1,Notch3,,0.5574882424942404,
PEC,MES,Edn1,Ednrb,,1.0,
PEC,MES,Edn3,Ednrb,,0.6627021122231566,
PEC,MES,Efna5,Epha3,,0.18617272642314403,
PEC,MES,Egf,Axl,,0.3824926191183092,
PEC,MES,Egf,Cav1,,0.353076258052034,
PEC,MES,F8,Lrp1,0.5603228288795078,,
PEC,MES,Fn1,Dpp4,,1.0,
PEC,MES,Fn1,Nt5e,,0.23396900924279165,
PEC,MES,Fn1,Plaur,,1.0,
PEC,MES,Fn1,Sdc1,,0.8440890993892094,
PEC,MES,Fn1,Sdc2,,0.8303612594149303,
PEC,MES,Icam1,Cav1,,0.9844340269241723,
PEC,MES,Ltbp1,Itgb5,,1.0,
PEC,MES,Mdk,Lrp1,,0.48884323013992725,
PEC,MES,Mdk,Notch2,,1.0,
PEC,MES,Mdk,Sdc1,,0.8761704414983708,
PEC,MES,Mdk,Sdc2,,0.7825360547205489,
PEC,MES,Mdk,Sdc4,,0.951422076741373,
PEC,MES,Mfng,Notch2,,0.17511663869053737,
PEC,MES,Npy,Dpp4,,1.0,
PEC,MES,Npy,Npy1r,,0.5728631333765091,
PEC,MES,Pdgfc,Flt1,,0.5102768989385276,
PEC,MES,Pdgfc,Pdgfra,,0.48725482272269427,
PEC,MES,Pdgfc,Pdgfrb,,0.7782030532109201,
PEC,MES,Plau,Plaur,,0.7233218742348758,
PEC,MES,Rarres2,Ccrl2,,0.2700569579386104,
PEC,MES,Serpine1,Itgb5,,0.8204654183558764,
PEC,MES,Serpine1,Lrp1,,0.6690097893252177,
PEC,MES,Serpine1,Plaur,,0.7412588230018394,
PEC,MES,Thbs2,Itga4,,0.5630468775892353,
PEC,MES,Thbs2,Notch3,,0.38034184053983444,
PEC,MES,Thbs2,Sdc1,,0.48409628625949463,
PEC,MES,Tnc,Itga7,,0.7332528356586033,
PEC,MES,Tnc,Sdc1,,0.691692557939307,
PEC,MES,Tnc,Sdc4,,0.8898760261526815,
PEC,MES,Vegfc,Flt1,,0.5532236574543175,
PEC,PEC,Ada,Dpp4,,0.7200722589663016,
PEC,PEC,Agt,Agtr1a,,0.47345937461858706,
PEC,PEC,Agt,Enpep,,0.43415339843169737,
PEC,PEC,Agt,Lrp2,,0.36441257703080787,
PEC,PEC,Angptl4,Cdh11,,0.9693354995404391,
PEC,PEC,Angptl4,Sdc1,,0.7407606266260414,
PEC,PEC,Angptl4,Sdc2,,0.9392627526164232,
PEC,PEC,Angptl4,Sdc4,,0.2681653774182932,
PEC,PEC,Apoe,Lrp2,,0.5006704963428467,
PEC,PEC,C1qa,Cd93,,0.14435964584223965,
PEC,PEC,C1qb,Lrp1,,0.6790951175280229,
PEC,PEC,C1qtnf5,Mfrp,,1.0,
PEC,PEC,C3,Lrp1,,0.4790711001326628,
PEC,PEC,Calca,Calcrl,,0.3018849622469656,
PEC,PEC,Calca,Pth1r,,0.3275623404209901,
PEC,PEC,Calca,Ramp3,,0.7253812795837119,
PEC,PEC,Ccl5,Ccrl2,,0.29395130170811795,
PEC,PEC,Ccl5,Dpp4,,0.9060462710142769,
PEC,PEC,Ccl5,Sdc1,,1.0,
PEC,PEC,Ccl5,Sdc4,,0.5561042801374622,
PEC,PEC,Cntf,Crlf1,,0.7721637222200239,
PEC,PEC,Col1a1,Cd44,,0.5269013368522881,
PEC,PEC,Col1a1,Cd93,,1.0,
PEC,PEC,Col1a1,Sdc1,,1.0,
PEC,PEC,Col1a2,Cd44,,0.6132692016905367,
PEC,PEC,Col1a2,Cd93,,0.9077192052382284,
PEC,PEC,Col1a2,Itga2b,,0.7483192791904982,
PEC,PEC,Col1a2,Sdc1,,1.0,
PEC,PEC,Col4a3,Cd44,,0.6303999373055007,
PEC,PEC,Col4a3,Cd93,,1.0,
PEC,PEC,Col4a3,Sdc1,,0.7903758016967274,
PEC,PEC,Col4a4,Cd44,,0.9105366209828605,
PEC,PEC,Col4a4,Cd93,,0.993567806609309,
PEC,PEC,Col4a4,Sdc1,,0.5935585117610068,
PEC,PEC,Col4a5,Cd44,,0.9752208467966544,
PEC,PEC,Col4a5,Cd93,,1.0,
PEC,PEC,Col4a5,Sdc1,,0.5444333918863368,
PEC,PEC,Col6a1,Cd44,,0.8772826146056415,
PEC,PEC,Col6a1,Itga6,,0.7627367607864388,
PEC,PEC,Col6a1,Sdc1,,0.538998151099604,
PEC,PEC,Col6a2,Cd44,,0.8079848547427609,
PEC,PEC,Col6a2,Sdc1,,0.6117943585619308,
PEC,PEC,Col6a3,Cd44,,1.0,
PEC,PEC,Col6a3,Sdc1,,1.0,
PEC,PEC,Cp,Slc40a1,,0.6094453238449011,
PEC,PEC,Csf1,Csf2ra,,1.0,
PEC,PEC,Csf1,Sirpa,,1.0,
PEC,PEC,Dcn,Met,,0.04535786983097717,
PEC,PEC,Dcn,Tlr2,,1.0,
PEC,PEC,Dlk1,Notch2,,1.0,
PEC,PEC,Dlk1,Notch3,,0.025447554213433227,
PEC,PEC,Dll1,Notch2,,0.7773384640124892,
PEC,PEC,Dll1,Notch3,,0.4074766903701239,
PEC,PEC,Dll4,Notch3,,0.03178687861097953,
PEC,PEC,Edn1,Ednrb,,1.0,
PEC,PEC,Edn3,Ednrb,,0.7247698457216762,
PEC,PEC,Efna1,Epha4,,0.5396755046977371,
PEC,PEC,Efna5,Epha4,,0.5110557400323339,
PEC,PEC,Egf,Axl,,1.0,
PEC,PEC,Egf,Cav1,,1.0,
PEC,PEC,Egf,Lrp2,,1.0,
PEC,PEC,F8,Lrp1,1.0,,
PEC,PEC,Fgfr3,Epha4,,0.5513667545884825,
PEC,PEC,Fn1,Cd44,,0.7912502500284575,
PEC,PEC,Fn1,Dpp4,,0.7738860762158513,
PEC,PEC,Fn1,Itga6,,0.8744748395701492,
PEC,PEC,Fn1,Nt5e,,0.8559089848095656,
PEC,PEC,Fn1,Plaur,,1.0,
PEC,PEC,Fn1,Robo4,,1.0,
PEC,PEC,Fn1,Sdc1,,0.6259007105107686,
PEC,PEC,Fn1,Sdc2,,0.8508673085170999,
PEC,PEC,Gc,Lrp2,,0.8742171233601697,
PEC,PEC,Gpc3,Lrp2,,0.7782030532109201,
PEC,PEC,Hbegf,Cd44,,0.27653155424593034,
PEC,PEC,Hspg2,Lrp2,,0.6463171517859195,
PEC,PEC,Hspg2,Sdc1,,0.6687353305097139,
PEC,PEC,Jag1,Notch3,,0.967334053917858,
PEC,PEC,Kitl,Epor,,1.0,
PEC,PEC,Lamb3,Cd44,,0.5291084823288925,
PEC,PEC,Lamc2,Cd44,,0.22677087473442797,
PEC,PEC,Lcn2,Lrp2,,0.8267534947424067,
PEC,PEC,Ltbp1,Itgb5,,0.9793838933443345,
PEC,PEC,Mdk,Lrp1,,1.0,
PEC,PEC,Mdk,Lrp2,,0.6394631636243484,
PEC,PEC,Mdk,Notch2,,0.7077817687160536,
PEC,PEC,Mdk,Sdc1,,0.6742230486020427,
PEC,PEC,Mdk,Sdc2,,0.879102627100216,
PEC,PEC,Mdk,Sdc4,,0.2548777610668641,
PEC,PEC,Mdk,Sorl1,,0.5274426010948591,
PEC,PEC,Mdk,Tspan1,,0.6081176923653981,
PEC,PEC,Mfng,Notch2,,1.0,
PEC,PEC,Npy,Dpp4,,0.9663344911000995,
PEC,PEC,Pdgfc,Flt1,,0.3628458781132063,
PEC,PEC,Pdgfc,Pdgfrb,,0.4382253216388925,
PEC,PEC,Plau,Lrp2,,0.3826935348129206,
PEC,PEC,Ptn,Sdc1,,1.0,
PEC,PEC,Sema4d,Met,,0.0034988441658980246,
PEC,PEC,Serpine1,Itgb5,,0.6493789586597247,
PEC,PEC,Serpine1,Lrp1,,1.0,
PEC,PEC,Serpine1,Lrp2,,0.6379466013830676,
PEC,PEC,Serpine1,Plaur,,0.6117943585619308,
PEC,PEC,Slit3,Robo4,,1.0,
PEC,PEC,Spp1,Cd44,,0.019852240849807256,
PEC,PEC,Thbs1,Itga6,,0.7713036128162347,
PEC,PEC,Thbs1,Sdc1,,0.4856075174398923,
PEC,PEC,Thbs2,Itga6,,0.990234375,
PEC,PEC,Thbs2,Notch3,,0.2580572276225005,
PEC,PEC,Thbs2,Sdc1,,1.0,
PEC,PEC,Tnc,Sdc1,,0.4550707477211007,
PEC,PEC,Tnc,Sdc4,,0.19725912340673035,
PEC,PEC,Trf,Lrp2,,1.0,
PEC,PEC,Trf,Tfrc,,1.0,
PEC,PEC,Vegfa,Cd44,,0.9396034149684271,
PEC,PEC,Vegfa,Sirpa,,0.919404802212544,
PEC,PEC,Vegfc,Flt1,,0.38425439798616223,
PEC,POD,Ada,Dpp4,,0.7424357665624077,
PEC,POD,Adm,Adrb2,,1.0,
PEC,POD,Adm,Calcrl,,0.6934032099895174,
PEC,POD,Adm,Ramp3,,1.0,
PEC,POD,Agt,Agtr1a,,0.3906305510799563,
PEC,POD,Agt,Enpep,,0.008702792780066405,
PEC,POD,Angptl4,Cdh11,,0.5229097143837462,
PEC,POD,Angptl4,Sdc2,,0.09576228548033644,
PEC,POD,Angptl4,Sdc4,,0.08013737071679933,
PEC,POD,Apoe,Lrp1,,0.6503015535137657,
PEC,POD,Bst1,Cav1,,0.28631673226878707,
PEC,POD,C1qb,Lrp1,,0.1133802070312665,
PEC,POD,C3,Lrp1,,1.0,
PEC,POD,Calca,Adrb2,,0.8993456165500022,
PEC,POD,Calca,Calcrl,,0.11130698828241681,
PEC,POD,Calca,Pth1r,,0.6757965488069173,
PEC,POD,Calca,Ramp3,,0.36089387441225046,
PEC,POD,Ccl5,Ccrl2,,0.26606094081058923,
PEC,POD,Ccl5,Dpp4,,0.7799841003353176,
PEC,POD,Ccl5,Sdc4,,0.7885112451494507,
PEC,POD,Dlk1,Notch2,,0.9722706831760094,
PEC,POD,Dll1,Notch2,,0.9239978492874772,
PEC,POD,Edn1,Ednrb,,0.6898317018766662,
PEC,POD,Edn3,Ednrb,,0.4678917994924332,
PEC,POD,Egf,Adrb2,,0.7797592457363033,
PEC,POD,Egf,Axl,,0.48535793024335,
PEC,POD,Egf,Cav1,,0.48767173611036874,
PEC,POD,Fn1,Dpp4,,0.05560986430403283,
PEC,POD,Fn1,Nt5e,,1.0,
PEC,POD,Fn1,Plaur,,1.0,
PEC,POD,Fn1,Sdc2,,0.07790451340912692,
PEC,POD,Gpc3,Lrp1,,0.28202162698491695,
PEC,POD,Hspg2,Lrp1,,0.8315512450811897,
PEC,POD,Icam1,Cav1,,0.8503910155003898,
PEC,POD,Il1b,Adrb2,,0.7377368739508864,
PEC,POD,Ltbp1,Itgb5,,0.5954964036395998,
PEC,POD,Mdk,Lrp1,,0.8281237675202543,
PEC,POD,Mdk,Notch2,,0.5921154543769958,
PEC,POD,Mdk,Sdc2,,0.08507498734955045,
PEC,POD,Mdk,Sdc4,,0.06614891523799256,
PEC,POD,Mfng,Notch2,,0.9951150315640888,
PEC,POD,Npy,Adrb2,,0.9095253644216917,
PEC,POD,Npy,Dpp4,,0.08778994716929744,
PEC,POD,Pdgfc,Flt1,,0.2359664925425481,
PEC,POD,Pdgfc,Pdgfrb,,0.4801063777220018,
PEC,POD,Plau,Lrp1,,0.8654411628227692,
PEC,POD,Plau,Plaur,,0.7407606266260414,
PEC,POD,Rarres2,Ccrl2,,0.4838909525228834,
PEC,POD,Serpine1,Itgb5,,0.23276272288696165,
PEC,POD,Serpine1,Lrp1,,0.43439513432392257,
PEC,POD,Serpine1,Plaur,,0.7236125228165262,
PEC,POD,Serpine2,Lrp1,,0.6340010127561229,
PEC,POD,Serping1,Lrp1,,0.3647969190492448,
PEC,POD,Spp1,S1pr1,,0.45160106009119383,
PEC,POD,Thbs1,Lrp1,,0.7164557424284251,
PEC,POD,Tnc,Sdc4,,0.04280950549030527,
PEC,POD,Trf,Adrb2,,0.9010221182763122,
PEC,POD,Trf,Tfrc,,1.0,
PEC,POD,Vegfc,Flt1,,0.2460223847399326,
PEC,SMC,Ada,Dpp4,,0.6940675980636489,
PEC,SMC,Adm,Gpr20,0.4209681350650514,,
PEC,SMC,Adm,Ramp3,,1.0,
PEC,SMC,Agt,Agtr1a,,0.3886171583106417,
PEC,SMC,Agt,Enpep,,0.24741216166848573,
PEC,SMC,Angptl4,Cdh11,,0.8159933815593935,
PEC,SMC,Angptl4,Sdc1,,0.7094070376504059,
PEC,SMC,Angptl4,Sdc2,,0.33800995163650815,
PEC,SMC,Angptl4,Sdc4,,0.28631673226878707,
PEC,SMC,C1qa,Cd93,,0.5698935560071443,
PEC,SMC,C1qb,Lrp1,,1.0,
PEC,SMC,C1qtnf5,Mfrp,,0.4231825333643682,
PEC,SMC,C3,Lrp1,,0.88008063400777,
PEC,SMC,Calca,Calcrl,,1.0,
PEC,SMC,Calca,Pth1r,,0.9854460302198251,
PEC,SMC,Calca,Ramp1,,0.951422076741373,
PEC,SMC,Calca,Ramp3,,1.0,
PEC,SMC,Ccl5,Ccrl2,,0.8229758364069418,
PEC,SMC,Ccl5,Dpp4,,0.5567958873809824,
PEC,SMC,Ccl5,Sdc1,,1.0,
PEC,SMC,Ccl5,Sdc4,,0.5329267774773615,
PEC,SMC,Cdh1,Ptprf,0.6162287962075301,,
PEC,SMC,Col1a1,Cd93,,1.0,
PEC,SMC,Col1a1,Sdc1,,1.0,
PEC,SMC,Col1a2,Cd93,,1.0,
PEC,SMC,Col1a2,Sdc1,,1.0,
PEC,SMC,Col6a1,Sdc1,,0.5242380629515172,
PEC,SMC,Col6a2,Sdc1,,0.5863667945266127,
PEC,SMC,Col6a3,Sdc1,,1.0,
PEC,SMC,Csf1,Csf2ra,,1.0,
PEC,SMC,Cxcl12,Avpr1a,,1.0,
PEC,SMC,Dlk1,Notch2,,1.0,
PEC,SMC,Dlk1,Notch3,,1.0,
PEC,SMC,Dll1,Notch2,,0.8782197946288994,
PEC,SMC,Dll1,Notch3,,0.4910631007697061,
PEC,SMC,Egf,Axl,,0.39943730973452307,
PEC,SMC,Egf,Cav1,,1.0,
PEC,SMC,F8,Lrp1,1.0,,
PEC,SMC,Fn1,Dpp4,,0.6483572991762317,
PEC,SMC,Fn1,Nt5e,,0.5921154543769958,
PEC,SMC,Fn1,Plaur,,0.9563757071746103,
PEC,SMC,Fn1,Robo4,,1.0,
PEC,SMC,Fn1,Sdc1,,0.6059188162275662,
PEC,SMC,Fn1,Sdc2,,0.305629711841915,
PEC,SMC,Ltbp1,Itgb5,,0.4765715223786662,
PEC,SMC,Mdk,Lrp1,,0.5735685637993402,
PEC,SMC,Mdk,Notch2,,0.6229130252514046,
PEC,SMC,Mdk,Sdc1,,0.6524506141239432,
PEC,SMC,Mdk,Sdc2,,0.3185608145732526,
PEC,SMC,Mdk,Sdc4,,0.2707282183161869,
PEC,SMC,Mfng,Notch2,,1.0,
PEC,SMC,Npy,Dpp4,,0.7359009760951754,
PEC,SMC,Npy,Npy1r,,0.6432649843026188,
PEC,SMC,Pdgfc,Flt1,,0.664727920474537,
PEC,SMC,Pdgfc,Pdgfra,,1.0,
PEC,SMC,Pdgfc,Pdgfrb,,1.0,
PEC,SMC,Plau,Plaur,,0.5735685637993402,
PEC,SMC,Serpine1,Itgb5,,0.715932787515003,
PEC,SMC,Serpine1,Lrp1,,0.9337309657051962,
PEC,SMC,Serpine1,Plaur,,1.0,
PEC,SMC,Slit3,Robo4,,1.0,
PEC,SMC,Spp1,Ptger4,,0.06649199394643435,
PEC,SMC,Spp1,S1pr1,,0.1927912026949196,
PEC,SMC,Thbs2,Itga4,,1.0,
PEC,SMC,Thbs2,Notch3,,0.6147462267164714,
PEC,SMC,Thbs2,Sdc1,,1.0,
PEC,SMC,Tnc,Itga7,,0.7386917765250116,
PEC,SMC,Tnc,Sdc1,,0.4796972782108274,
PEC,SMC,Tnc,Sdc4,,0.2109271058530844,
PEC,SMC,Trf,Tfrc,,1.0,
PEC,SMC,Vegfc,Flt1,,0.696971035182202,
PEC,TEC,Ada,Dpp4,,0.7306819964341416,
PEC,TEC,Agt,Agtr1a,,0.4283903798880699,
PEC,TEC,Agt,Enpep,,0.7390877974881273,
PEC,TEC,Angptl4,Sdc1,,1.0,
PEC,TEC,Angptl4,Sdc2,,0.6132692016905367,
PEC,TEC,Angptl4,Sdc4,,0.44427146166818254,
PEC,TEC,Apoe,Lrp1,,0.8909497161291943,
PEC,TEC,C1qa,Cd93,,0.6139760273782418,
PEC,TEC,C1qb,Lrp1,,0.18531967038118569,
PEC,TEC,C3,Lrp1,,1.0,
PEC,TEC,Calca,Calcrl,,0.7658101691424827,
PEC,TEC,Calca,Pth1r,,1.0,
PEC,TEC,Calca,Ramp3,,1.0,
PEC,TEC,Ccl5,Ccrl2,,0.38231297162245803,
PEC,TEC,Ccl5,Dpp4,,0.9110624000779883,
PEC,TEC,Ccl5,Sdc1,,0.4971070912752228,
PEC,TEC,Ccl5,Sdc4,,0.3765972379456989,
PEC,TEC,Col1a1,Cd36,,1.0,
PEC,TEC,Col1a1,Cd93,,1.0,
PEC,TEC,Col1a1,Sdc1,,1.0,
PEC,TEC,Col1a2,Cd36,,0.988605713894712,
PEC,TEC,Col1a2,Cd93,,1.0,
PEC,TEC,Col1a2,Itga2b,,0.4617568877616863,
PEC,TEC,Col1a2,Sdc1,,1.0,
PEC,TEC,Col4a3,Cd93,,0.9925499929236603,
PEC,TEC,Col4a3,Sdc1,,1.0,
PEC,TEC,Col4a4,Cd93,,0.38411104731051904,
PEC,TEC,Col4a4,Sdc1,,0.6710835770253204,
PEC,TEC,Col4a5,Cd93,,0.444269624817445,
PEC,TEC,Col4a5,Sdc1,,0.7224984348912793,
PEC,TEC,Col6a1,Itga6,,0.6884723729508655,
PEC,TEC,Col6a1,Sdc1,,0.9415664382500707,
PEC,TEC,Col6a2,Sdc1,,1.0,
PEC,TEC,Col6a3,Sdc1,,0.3997512633516534,
PEC,TEC,Csf1,Csf2ra,,1.0,
PEC,TEC,Csf1,Sirpa,,0.8588413416641191,
PEC,TEC,Dcn,Met,,0.2034746152369932,
PEC,TEC,Dlk1,Notch2,,0.4401390000268972,
PEC,TEC,Dll1,Notch2,,1.0,
PEC,TEC,Edn1,Ednrb,,1.0,
PEC,TEC,Edn3,Ednrb,,0.3268392898444494,
PEC,TEC,Efna1,Epha4,,0.4508498020502642,
PEC,TEC,Efna5,Epha4,,0.4185889994858611,
PEC,TEC,Egf,Axl,,0.5809645933742582,
PEC,TEC,Egf,Cav1,,1.0,
PEC,TEC,Fgfr3,Epha4,,0.6737143448881986,
PEC,TEC,Fn1,Dpp4,,0.7704441423641628,
PEC,TEC,Fn1,Itga6,,0.5957273997020465,
PEC,TEC,Fn1,Nt5e,,1.0,
PEC,TEC,Fn1,Plaur,,0.7559291761794694,
PEC,TEC,Fn1,Robo4,,1.0,
PEC,TEC,Fn1,Sdc1,,1.0,
PEC,TEC,Fn1,Sdc2,,0.7224984348912793,
PEC,TEC,Gpc3,Lrp1,,0.43247859472951505,
PEC,TEC,Hspg2,Lrp1,,1.0,
PEC,TEC,Hspg2,Sdc1,,1.0,
PEC,TEC,Kitl,Epor,,0.7762774770449121,
PEC,TEC,Ltbp1,Itgb5,,1.0,
PEC,TEC,Mdk,Lrp1,,1.0,
PEC,TEC,Mdk,Notch2,,0.7432744943424224,
PEC,TEC,Mdk,Sdc1,,1.0,
PEC,TEC,Mdk,Sdc2,,0.6805315350017258,
PEC,TEC,Mdk,Sdc4,,0.4172325447374099,
PEC,TEC,Mdk,Sorl1,,0.12246746634651608,
PEC,TEC,Mdk,Tspan1,,0.1048966205426971,
PEC,TEC,Mfng,Notch2,,0.4573192370692166,
PEC,TEC,Npy,Dpp4,,0.9563757071746103,
PEC,TEC,Pdgfc,Flt1,,0.7919170044098502,
PEC,TEC,Pdgfc,Pdgfrb,,0.30980313205456034,
PEC,TEC,Plau,Lrp1,,0.813318020633631,
PEC,TEC,Ptn,Sdc1,,1.0,
PEC,TEC,Rarres2,Ccrl2,,0.6755088587938669,
PEC,TEC,Sema4d,Met,,0.0738869232960875,
PEC,TEC,Serpine1,Itgb5,,0.8231564217912071,
PEC,TEC,Serpine1,Lrp1,,0.6557183828158422,
PEC,TEC,Serpine1,Plaur,,1.0,
PEC,TEC,Serpine2,Lrp1,,0.8724001049404411,
PEC,TEC,Serping1,Lrp1,,0.5828065005054597,
PEC,TEC,Slit3,Robo4,,1.0,
PEC,TEC,Thbs1,Lrp1,,0.7374174887018732,
PEC,TEC,Thbs1,Sdc1,,0.5771047613780299,
PEC,TEC,Thbs2,Cd36,,0.5346123338729278,
PEC,TEC,Thbs2,Itga6,,1.0,
PEC,TEC,Thbs2,Sdc1,,0.7588137471777536,
PEC,TEC,Tnc,Sdc1,,0.8376080160231133,
PEC,TEC,Tnc,Sdc4,,0.3345029584683095,
PEC,TEC,Trf,Tfrc,,0.7635907061655425,
PEC,TEC,Vegfa,Sirpa,,0.5290105904746619,
PEC,TEC,Vegfc,Flt1,,0.8298379574038215,
POD,PEC,Angptl4,Cdh11,,1.0,
POD,PEC,Angptl4,Sdc1,,0.9494456232685502,
POD,PEC,Angptl4,Sdc2,,0.8623768787416346,
POD,PEC,Angptl4,Sdc4,,0.3063048774690337,
POD,PEC,Apoe,Lrp2,,0.891411674072287,
POD,PEC,Bst1,Cav1,,1.0,
POD,PEC,C1qb,Lrp1,,0.5606418811285246,
POD,PEC,Cntf,Crlf1,,0.3042812885986956,
POD,PEC,Col1a2,Cd44,,0.37680547709565926,
POD,PEC,Col1a2,Cd93,,0.5176189253847425,
POD,PEC,Col1a2,Sdc1,,0.5894281472048785,
POD,PEC,Col4a3,Cd44,,0.08935895642021732,
POD,PEC,Col4a3,Cd93,,0.6177077617337294,
POD,PEC,Col4a3,Sdc1,,0.2505114764873081,
POD,PEC,Col4a4,Cd44,,0.1126509855716201,
POD,PEC,Col4a4,Cd93,,0.5686423399869112,
POD,PEC,Col4a4,Sdc1,,0.2758842374185583,
POD,PEC,Col4a5,Cd44,,0.1551138908514453,
